date,open,high,low,close
2024-03-18,1.0882576704025269,1.0907504558563232,1.0880801677703857,1.0882576704025269
2024-03-19,1.087393879890442,1.0877841711044312,1.0835057497024536,1.087393879890442
2024-03-20,1.0863306522369385,1.0874292850494385,1.0836936235427856,1.0863306522369385
2024-03-21,1.0937210321426392,1.0944511890411377,1.0856467485427856,1.0937210321426392
2024-03-22,1.0862362384796143,1.08695650100708,1.080905795097351,1.0862362384796143
2024-03-25,1.0807539224624634,1.0843634605407715,1.080263614654541,1.0807539224624634
2024-03-26,1.0838228464126587,1.0864133834838867,1.082602620124817,1.0838228464126587
2024-03-27,1.0832358598709106,1.0839285850524902,1.081174612045288,1.0832358598709106
2024-03-28,1.0813382863998413,1.0828369855880737,1.0775513648986816,1.0813382863998413
2024-03-29,1.0794472694396973,1.0807305574417114,1.0768898725509644,1.0794472694396973
2024-04-01,1.0792726278305054,1.0801469087600708,1.0731571912765503,1.0792726278305054
2024-04-02,1.0737217664718628,1.0778765678405762,1.072535514831543,1.0737217664718628
2024-04-03,1.076855182647705,1.0831888914108276,1.0764726400375366,1.076855182647705
2024-04-04,1.0838346481323242,1.087583065032959,1.0835057497024536,1.0838346481323242
2024-04-05,1.0837054252624512,1.084845781326294,1.0791677236557007,1.0837054252624512
2024-04-08,1.0830481052398682,1.085835337638855,1.0821573734283447,1.0830481052398682
2024-04-09,1.0863661766052246,1.0888501405715942,1.0849870443344116,1.0863661766052246
2024-04-10,1.0859296321868896,1.0868383646011353,1.073375940322876,1.0859296321868896
2024-04-11,1.074171543121338,1.0755810737609863,1.0700452327728271,1.074171543121338
2024-04-12,1.0726851224899292,1.072961449623108,1.062371850013733,1.0726851224899292
2024-04-15,1.0649627447128296,1.0665528774261475,1.0623606443405151,1.0649627447128296
2024-04-16,1.0625749826431274,1.065405249595642,1.0604116916656494,1.0625749826431274
2024-04-17,1.0621461868286133,1.0652689933776855,1.0608166456222534,1.0621461868286133
2024-04-18,1.0669398307800293,1.0691757202148438,1.0647813081741333,1.0669398307800293
2024-04-19,1.0644185543060303,1.0680338144302368,1.0611768960952759,1.0644185543060303
2024-04-22,1.0657799243927002,1.067121982574463,1.0625072717666626,1.065825343132019
2024-04-23,1.065405249595642,1.0709964036941528,1.0639317035675049,1.065405249595642
2024-04-24,1.0704345703125,1.0715816020965576,1.0679197311401367,1.0704345703125
2024-04-25,1.0699878931045532,1.0731916427612305,1.0678740739822388,1.0699878931045532
2024-04-26,1.072961449623108,1.0752919912338257,1.0675548315048218,1.072961449623108
2024-04-29,1.0706866979599,1.0735372304916382,1.0690956115722656,1.0706866979599
2024-04-30,1.0715701580047607,1.0736525058746338,1.068433165550232,1.0715701580047607
2024-05-01,1.0666552782058716,1.0688670873641968,1.0650080442428589,1.0666552782058716
2024-05-02,1.0721560716629028,1.0730764865875244,1.0675777196884155,1.0721560716629028
2024-05-03,1.073306918144226,1.080940842628479,1.0725010633468628,1.073306918144226
2024-05-06,1.0758124589920044,1.079214334487915,1.0756388902664185,1.0758124589920044
2024-05-07,1.0767507553100586,1.0789813995361328,1.0755810737609863,1.0767507553100586
2024-05-08,1.0750491619110107,1.0758472681045532,1.0735719203948975,1.0750491619110107
2024-05-09,1.0746910572052002,1.078283429145813,1.0725126266479492,1.0746910572052002
2024-05-10,1.078515887260437,1.0793308019638062,1.0762062072753906,1.078515887260437
2024-05-13,1.077040672302246,1.0807305574417114,1.0766464471817017,1.077040672302246
2024-05-14,1.079354166984558,1.0828369855880737,1.0776442289352417,1.079354166984558
2024-05-15,1.0814552307128906,1.0874292850494385,1.0813616514205933,1.0814552307128906
2024-05-16,1.0889805555343628,1.089680790901184,1.0855170488357544,1.0889805555343628
2024-05-17,1.0867793560028076,1.087890625,1.0836349725723267,1.0867793560028076
2024-05-20,1.0875475406646729,1.0884946584701538,1.0855052471160889,1.0875475406646729
2024-05-21,1.086082935333252,1.0875475406646729,1.0845986604690552,1.086082935333252
2024-05-22,1.0855170488357544,1.0864840745925903,1.0822510719299316,1.0855170488357544
2024-05-23,1.0825204849243164,1.086130142211914,1.0813032388687134,1.0825204849243164
2024-05-24,1.0812681913375854,1.0856584310531616,1.0806137323379517,1.0812681913375854
2024-05-27,1.0847634077072144,1.08672034740448,1.0841753482818604,1.0847634077072144
2024-05-28,1.0861891508102417,1.0889450311660767,1.0859060287475586,1.0861891508102417
2024-05-29,1.0851871967315674,1.085894227027893,1.080952525138855,1.0851871967315674
2024-05-30,1.0801819562911987,1.0845986604690552,1.0788999795913696,1.0801819562911987
2024-05-31,1.0835410356521606,1.0882576704025269,1.081162929534912,1.0835410356521606
2024-06-03,1.0853049755096436,1.0890873670578003,1.0828019380569458,1.0853049755096436
2024-06-04,1.0907385349273682,1.0918222665786743,1.0860711336135864,1.0907385349273682
2024-06-05,1.0881866216659546,1.0889924764633179,1.0860947370529175,1.0881866216659546
2024-06-06,1.087453007698059,1.0898706912994385,1.0863661766052246,1.087453007698059
2024-06-07,1.0894432067871094,1.090179681777954,1.0804970264434814,1.0894432067871094
2024-06-10,1.0778882503509521,1.078283429145813,1.073364496231079,1.0778882503509521
2024-06-11,1.0764262676239014,1.0773539543151855,1.0721101760864258,1.0764262676239014
2024-06-12,1.0740330219268799,1.0851753950119019,1.073502779006958,1.0740330219268799
2024-06-13,1.0813149213790894,1.0817828178405762,1.075384497642517,1.0813149213790894
2024-06-14,1.0738831758499146,1.0745755434036255,1.0668145418167114,1.0738831758499146
2024-06-17,1.0702168941497803,1.0726161003112793,1.068764328956604,1.0702168941497803
2024-06-18,1.0740677118301392,1.0761250257492065,1.0711110830307007,1.0740677118301392
2024-06-19,1.0742292404174805,1.075326681137085,1.0726275444030762,1.0742292404174805
2024-06-20,1.0751532316207886,1.0750375986099243,1.0707554817199707,1.0751532316207886
2024-06-21,1.0706409215927124,1.0722709894180298,1.0671902894973755,1.0706409215927124
2024-06-24,1.0687757730484009,1.074702501296997,1.0684444904327393,1.0687757730484009
2024-06-25,1.0732723474502563,1.0745755434036255,1.0692213773727417,1.0732723474502563
2024-06-26,1.0709619522094727,1.0720411539077759,1.0667691230773926,1.0709619522094727
2024-06-27,1.068010926246643,1.0726161003112793,1.0677828788757324,1.068010926246643
2024-06-28,1.0708472728729248,1.0720986127853394,1.0686043500900269,1.0708472728729248
2024-07-01,1.0735257863998413,1.077818512916565,1.072075605392456,1.0735257863998413
2024-07-02,1.0737102031707764,1.0746102333068848,1.0710651874542236,1.0737102031707764
2024-07-03,1.0748412609100342,1.081560492515564,1.0737102031707764,1.0748412609100342
2024-07-04,1.0793308019638062,1.0816657543182373,1.0784229040145874,1.0793308019638062
2024-07-05,1.0810693502426147,1.0838346481323242,1.0810693502426147,1.0810693502426147
2024-07-08,1.082602620124817,1.0847163200378418,1.0815136432647705,1.082602620124817
2024-07-09,1.0830950736999512,1.0834236145019531,1.0806254148483276,1.0830950736999512
2024-07-10,1.0814785957336426,1.0828721523284912,1.081186294555664,1.0814785957336426
2024-07-11,1.083329677581787,1.0898351669311523,1.0832945108413696,1.083329677581787
2024-07-12,1.0872756242752075,1.091119408607483,1.086307168006897,1.0872756242752075
2024-07-15,1.0885539054870605,1.0921919345855713,1.088435411453247,1.0885539054870605
2024-07-16,1.0901559591293335,1.0906314849853516,1.0872164964675903,1.0901559591293335
2024-07-17,1.0902509689331055,1.0947147607803345,1.0896332263946533,1.0902509689331055
2024-07-18,1.094020128250122,1.0942115783691406,1.0905362367630005,1.094020128250122
2024-07-19,1.0901559591293335,1.0901559591293335,1.0877368450164795,1.0901559591293335
2024-07-22,1.0899182558059692,1.0901559591293335,1.0873701572418213,1.0899182558059692
2024-07-23,1.0889805555343628,1.0900371074676514,1.084445834159851,1.0889805555343628
2024-07-24,1.0850694179534912,1.0866494178771973,1.0826728343963623,1.0850694179534912
2024-07-25,1.0839520692825317,1.0864368677139282,1.0829308032989502,1.0839520692825317
2024-07-26,1.0851283073425293,1.0868501663208008,1.084269404411316,1.0851283073425293
2024-07-29,1.0853756666183472,1.0871928930282593,1.0803102254867554,1.0853756666183472
2024-07-30,1.081946611404419,1.0837758779525757,1.0799952745437622,1.081946611404419
2024-07-31,1.0816072225570679,1.0851871967315674,1.0808707475662231,1.0816072225570679
2024-08-01,1.082391619682312,1.0837758779525757,1.0778300762176514,1.082391619682312
2024-08-02,1.0787602663040161,1.0926215648651123,1.0782949924468994,1.0787602663040161
2024-08-05,1.0910836458206177,1.1007397174835205,1.089372158050537,1.0910836458206177
2024-08-06,1.0950982570648193,1.0963108539581299,1.0904649496078491,1.0950982570648193
2024-08-07,1.0926215648651123,1.093637228012085,1.0906909704208374,1.0926215648651123
2024-08-08,1.0928125381469727,1.0946906805038452,1.0882340669631958,1.0928125381469727
2024-08-09,1.0915720462799072,1.093135118484497,1.0909645557403564,1.0915720462799072
2024-08-12,1.091381311416626,1.0939722061157227,1.0913337469100952,1.091381311416626
2024-08-13,1.0936251878738403,1.0962508916854858,1.0915720462799072,1.0936251878738403
2024-08-14,1.0996986627578735,1.1048502922058105,1.098828673362732,1.0996986627578735
2024-08-15,1.1013215780258179,1.1016855239868164,1.09505033493042,1.1013215780258179
2024-08-16,1.0972732305526733,1.1004369258880615,1.0973695516586304,1.0972732305526733
2024-08-19,1.1024993658065796,1.1072603464126587,1.1023900508880615,1.1024993658065796
2024-08-20,1.1086474657058716,1.1117286682128906,1.107248067855835,1.1086474657058716
2024-08-21,1.112792730331421,1.1148271560668945,1.11055588722229,1.112792730331421
2024-08-22,1.115536093711853,1.1157476902008057,1.1099271774291992,1.115536093711853
2024-08-23,1.111716389656067,1.1195951700210571,1.110679268836975,1.111716389656067
2024-08-26,1.1187934875488281,1.1201093196868896,1.1152873039245605,1.1187934875488281
2024-08-27,1.1164700984954834,1.1179554462432861,1.1151255369186401,1.1164700984954834
2024-08-28,1.117793083190918,1.1181930303573608,1.1105434894561768,1.117793083190918
2024-08-29,1.1124955415725708,1.1140199899673462,1.1056320667266846,1.1124955415725708
2024-08-30,1.1080454587936401,1.109570026397705,1.1053999662399292,1.1080454587936401
2024-09-02,1.1044842004776,1.1077632904052734,1.1042524576187134,1.1044842004776
2024-09-03,1.1067456007003784,1.107051968574524,1.1033751964569092,1.1067456007003784
2024-09-04,1.1048868894577026,1.1093976497650146,1.1040817499160767,1.1048868894577026
2024-09-05,1.1080454587936401,1.112112045288086,1.1075178384780884,1.1080454587936401
2024-09-06,1.1111111640930176,1.1149640083312988,1.1067211627960205,1.1111111640930176
2024-09-09,1.1087212562561035,1.109139323234558,1.10349702835083,1.1087212562561035
2024-09-10,1.1037527322769165,1.1050333976745605,1.101624846458435,1.1037527322769165
2024-09-11,1.1020983457565308,1.1054977178573608,1.100279450416565,1.1020983457565308
2024-09-12,1.1010911464691162,1.1047526597976685,1.1006548404693604,1.1010911464691162
2024-09-13,1.1077877283096313,1.1102476119995117,1.1073951721191406,1.1077877283096313
2024-09-16,1.1088441610336304,1.1135361194610596,1.1087088584899902,1.1088441610336304
2024-09-17,1.1129536628723145,1.1146159172058105,1.1113086938858032,1.1129536628723145
2024-09-18,1.1123099327087402,1.1140819787979126,1.110913634300232,1.1123099327087402
2024-09-19,1.1114816665649414,1.118067979812622,1.107051968574524,1.1114816665649414
2024-09-20,1.1161960363388062,1.1181679964065552,1.1137346029281616,1.1161960363388062
2024-09-23,1.1160838603973389,1.1168192625045776,1.1084877252578735,1.1160838603973389
2024-09-24,1.1111727952957153,1.1163455247879028,1.1103955507278442,1.1111727952957153
2024-09-25,1.1191190481185913,1.1212396621704102,1.1141688823699951,1.1191190481185913
2024-09-26,1.1131023168563843,1.118956208229065,1.112681269645691,1.1131023168563843
2024-09-27,1.117717981338501,1.1199839115142822,1.1126564741134644,1.117717981338501
2024-09-30,1.1169815063476562,1.1208375692367554,1.1136106252670288,1.1169815063476562
2024-10-01,1.113660216331482,1.1145787239074707,1.1061090230941772,1.113660216331482
2024-10-02,1.1063904762268066,1.108217477798462,1.1034117937088013,1.1063904762268066
2024-10-03,1.1048502922058105,1.1048502922058105,1.1009578704833984,1.1048502922058105
2024-10-04,1.103557825088501,1.1039965152740479,1.0956143140792847,1.103557825088501
2024-10-07,1.0974539518356323,1.0985027551651,1.095554232597351,1.0974539518356323
2024-10-08,1.0975743532180786,1.0997470617294312,1.096166729927063,1.0975743532180786
2024-10-09,1.0975743532180786,1.098056435585022,1.094067931175232,1.0975743532180786
2024-10-10,1.0943313837051392,1.095446228981018,1.0914051532745361,1.0943313837051392
2024-10-11,1.0933860540390015,1.0954222679138184,1.0927408933639526,1.0933860540390015
2024-10-14,1.0925379991531372,1.0939722061157227,1.0905719995498657,1.0925379991531372
2024-10-15,1.0909169912338257,1.0918222665786743,1.0885775089263916,1.0909169912338257
2024-10-16,1.0884116888046265,1.0901559591293335,1.0868147611618042,1.0884116888046265
2024-10-17,1.0862481594085693,1.0869920253753662,1.0813850164413452,1.0862481594085693
2024-10-18,1.0829542875289917,1.0863661766052246,1.0828253030776978,1.0829542875289917
2024-10-21,1.0868619680404663,1.08695650100708,1.0821105241775513,1.0868619680404663
2024-10-22,1.0817828178405762,1.0837758779525757,1.0801936388015747,1.0817828178405762
2024-10-23,1.079727053642273,1.0808473825454712,1.0762641429901123,1.079727053642273
2024-10-24,1.0780508518218994,1.0810226202011108,1.0771567821502686,1.0780508518218994
2024-10-25,1.0824151039123535,1.0842459201812744,1.081186294555664,1.0824151039123535
2024-10-28,1.0796570777893066,1.0827198028564453,1.078271746635437,1.0796570777893066
2024-10-29,1.0816774368286133,1.0826259851455688,1.077040672302246,1.0816774368286133
2024-10-30,1.0820636749267578,1.0866730213165283,1.0809992551803589,1.0820636749267578
2024-10-31,1.0859178304672241,1.0888383388519287,1.0845046043395996,1.0859178304672241
2024-11-01,1.0886130332946777,1.0904054641723633,1.084845781326294,1.0886130332946777
2024-11-04,1.087453007698059,1.0915838479995728,1.0870392322540283,1.087453007698059
2024-11-05,1.0874056816101074,1.0921800136566162,1.0873347520828247,1.0874056816101074
2024-11-06,1.093445897102356,1.0933382511138916,1.068376064300537,1.093445897102356
2024-11-07,1.073306918144226,1.082602620124817,1.0714094638824463,1.073306918144226
2024-11-08,1.0795172452926636,1.0797386169433594,1.0710422992706299,1.0795172452926636
2024-11-11,1.0714898109436035,1.0728462934494019,1.0628799200057983,1.0714898109436035
2024-11-12,1.066439151763916,1.0663481950759888,1.0597037076950073,1.066439151763916
2024-11-13,1.061672568321228,1.0649060010910034,1.0559773445129395,1.061672568321228
2024-11-14,1.0564124584197998,1.0580891370773315,1.0499238967895508,1.0564124584197998
2024-11-15,1.0530084371566772,1.0591648817062378,1.052443265914917,1.0530084371566772
2024-11-18,1.0533745288848877,1.0586491823196411,1.0531193017959595,1.0533745288848877
2024-11-19,1.059490442276001,1.0601080656051636,1.0528532266616821,1.059490442276001
2024-11-20,1.0607603788375854,1.0612331628799438,1.0508506298065186,1.0607603788375854
2024-11-21,1.0546187162399292,1.0557432174682617,1.0469120740890503,1.0546187162399292
2024-11-22,1.0469341278076172,1.0498688220977783,1.0339871644973755,1.0469341278076172
2024-11-25,1.0479873418807983,1.0529640913009644,1.0449539422988892,1.0479873418807983
2024-11-26,1.0444300174713135,1.0543851852416992,1.0427310466766357,1.0444300174713135
2024-11-27,1.0491198301315308,1.0583466291427612,1.0475481748580933,1.0491198301315308
2024-11-28,1.0562450885772705,1.0565240383148193,1.0529197454452515,1.0562450885772705
2024-11-29,1.0563008785247803,1.0595465898513794,1.0542962551116943,1.0563008785247803
2024-12-02,1.0545742511749268,1.0545742511749268,1.0462220907211304,1.0545074939727783
2024-12-03,1.0501223802566528,1.0530306100845337,1.048185110092163,1.0501223802566528
2024-12-04,1.0510826110839844,1.0540074110031128,1.0473946332931519,1.0510826110839844
2024-12-05,1.051414132118225,1.0588284730911255,1.050894856452942,1.051414132118225
2024-12-06,1.058559536933899,1.0626428127288818,1.0546075105667114,1.058559536933899
2024-12-09,1.0565463304519653,1.0592771768569946,1.0533078908920288,1.0565463304519653
2024-12-10,1.0555204153060913,1.056747317314148,1.0500340461730957,1.0555204153060913
2024-12-11,1.0532968044281006,1.0540739297866821,1.0481630563735962,1.0532968044281006
2024-12-12,1.0506850481033325,1.052997350692749,1.0464848279953003,1.0506850481033325
2024-12-13,1.0474056005477905,1.0522992610931396,1.045434594154358,1.0474056005477905
2024-12-16,1.051005244255066,1.0524100065231323,1.0475043058395386,1.051005244255066
2024-12-17,1.0517348051071167,1.0532857179641724,1.047998309135437,1.0517348051071167
2024-12-18,1.0495051145553589,1.0515247583389282,1.0467805862426758,1.0495051145553589
2024-12-19,1.0350252389907837,1.0422203540802002,1.0352503061294556,1.0350252389907837
2024-12-20,1.0364949703216553,1.0433076620101929,1.0344257354736328,1.0364949703216553
2024-12-23,1.0433076620101929,1.0448229312896729,1.038594126701355,1.0433076620101929
2024-12-24,1.0405826568603516,1.0411244630813599,1.0387451648712158,1.0405826568603516
2024-12-25,1.0402579307556152,1.0432968139648438,1.0401498079299927,1.0402579307556152
2024-12-26,1.0399551391601562,1.042535424232483,1.0391446352005005,1.0399551391601562
2024-12-27,1.0423181056976318,1.0444954633712769,1.0406694412231445,1.0423181056976318
2024-12-30,1.0429377555847168,1.0458500385284424,1.0374196767807007,1.0429377555847168
2024-12-31,1.040615200996399,1.0424268245697021,1.0348539352416992,1.040615200996399
2025-01-02,1.0351860523223877,1.0375596284866333,1.0231853723526,1.0351860523223877
2025-01-03,1.0268205404281616,1.0305347442626953,1.0265464782714844,1.0268205404281616
2025-01-06,1.0305347442626953,1.0435036420822144,1.029632806777954,1.0305347442626953
2025-01-07,1.0386372804641724,1.043623447418213,1.035947322845459,1.0386372804641724
2025-01-08,1.034554123878479,1.0358400344848633,1.0276752710342407,1.034554123878479
2025-01-09,1.0314701795578003,1.0323113203048706,1.0286160707473755,1.0314701795578003
2025-01-10,1.0297601222991943,1.0311936140060425,1.0221186876296997,1.0297601222991943
2025-01-13,1.0244431495666504,1.025020718574524,1.0183818340301514,1.0244431495666504
2025-01-14,1.0265253782272339,1.0303966999053955,1.0239711999893188,1.0265253782272339
2025-01-15,1.0306835174560547,1.0350252389907837,1.0270631313323975,1.0306835174560547
2025-01-16,1.0295268297195435,1.0311510562896729,1.0263779163360596,1.0295268297195435
2025-01-17,1.0301949977874756,1.0329724550247192,1.0266518592834473,1.0301949977874756
2025-01-20,1.0277386903762817,1.0427310466766357,1.0279394388198853,1.0277386903762817
2025-01-21,1.0420682430267334,1.0434056520462036,1.034457802772522,1.0420682430267334
2025-01-22,1.0405935049057007,1.0458062887191772,1.0400739908218384,1.0405935049057007
2025-01-23,1.0410159826278687,1.042546272277832,1.0385618209838867,1.0410159826278687
2025-01-24,1.041601538658142,1.051934003829956,1.0413196086883545,1.041601538658142
2025-01-27,1.0467586517333984,1.0533745288848877,1.045434594154358,1.0467586517333984
2025-01-28,1.0445064306259155,1.0455766916275024,1.0415256023406982,1.0445064306259155
2025-01-29,1.0429050922393799,1.0444954633712769,1.0383461713790894,1.0429050922393799
2025-01-30,1.0425245761871338,1.0465506315231323,1.0391337871551514,1.0425245761871338
2025-01-31,1.0397279262542725,1.0412328243255615,1.0362050533294678,1.0397279262542725
2025-02-03,1.024779200553894,1.032652497291565,1.0213043689727783,1.024779200553894
2025-02-04,1.0327378511428833,1.0386804342269897,1.0276541709899902,1.0327378511428833
2025-02-05,1.0372798442840576,1.0436452627182007,1.0370432138442993,1.0372798442840576
2025-02-06,1.0400848388671875,1.040528655052185,1.0354539155960083,1.0400848388671875
2025-02-07,1.0385725498199463,1.0405935049057007,1.0324605703353882,1.0385725498199463
2025-02-10,1.0311616659164429,1.0336023569107056,1.0299509763717651,1.0311616659164429
2025-02-11,1.0301525592803955,1.0351966619491577,1.0292725563049316,1.0301525592803955
2025-02-12,1.0364949703216553,1.039565920829773,1.031821370124817,1.0364949703216553
2025-02-13,1.039198637008667,1.044571876525879,1.0379257202148438,1.039198637008667
2025-02-14,1.0461673736572266,1.0513699054718018,1.0448119640350342,1.0461673736572266
2025-02-17,1.0489217042922974,1.0507071018218994,1.0467368364334106,1.0489217042922974
2025-02-18,1.048536777496338,1.0486466884613037,1.044277310371399,1.048536777496338
2025-02-19,1.044833779335022,1.0462440252304077,1.0405069589614868,1.044833779335022
2025-02-20,1.0421009063720703,1.047877550125122,1.0419706106185913,1.0421009063720703
2025-02-21,1.0500562191009521,1.0507513284683228,1.0449975728988647,1.0500562191009521
2025-02-24,1.0474823713302612,1.0528643131256104,1.045434594154358,1.0474823713302612
2025-02-25,1.0461344718933105,1.0518454313278198,1.0457953214645386,1.0461344718933105
2025-02-26,1.0524100065231323,1.0527424812316895,1.0476469993591309,1.0524100065231323
2025-02-27,1.0488777160644531,1.0489877462387085,1.0404852628707886,1.0488777160644531
2025-02-28,1.039511799812317,1.0421009063720703,1.038184404373169,1.039511799812317
2025-03-03,1.0413846969604492,1.050023078918457,1.039047360420227,1.0413846969604492
2025-03-04,1.0485037565231323,1.0559550523757935,1.0471752882003784,1.0485037565231323
2025-03-05,1.062699317932129,1.0785857439041138,1.0602879524230957,1.062699317932129
2025-03-06,1.0794938802719116,1.0851047039031982,1.0782485008239746,1.0794938802719116
2025-03-07,1.0787951946258545,1.088565707206726,1.0782135725021362,1.0787951946258545
2025-03-10,1.086059331893921,1.0873465538024902,1.0806254148483276,1.086059331893921
2025-03-11,1.0839403867721558,1.0930275917053223,1.0836819410324097,1.0839403867721558
2025-03-12,1.0914170742034912,1.093457818031311,1.087725043296814,1.0914170742034912
2025-03-13,1.0886249542236328,1.0899182558059692,1.082297921180725,1.0886249542236328
2025-03-14,1.085564136505127,1.0910122394561768,1.0831302404403687,1.085564136505127
2025-03-17,1.0881274938583374,1.0928961038589478,1.0869210958480835,1.0881274938583374
2025-03-18,1.091917634010315,1.095446228981018,1.0897043943405151,1.091917634010315
2025-03-19,1.093948245048523,1.0945708751678467,1.0875948667526245,1.093948245048523
2025-03-20,1.0911908149719238,1.0917507410049438,1.0818296670913696,1.0911908149719238
2025-03-21,1.0856702327728271,1.086130142211914,1.0805671215057373,1.0856702327728271
2025-03-24,1.0835762023925781,1.0856938362121582,1.079074501991272,1.0835762023925781
2025-03-25,1.0803569555282593,1.0830715894699097,1.0778650045394897,1.0803569555282593
2025-03-26,1.0787487030029297,1.080228567123413,1.076878309249878,1.0787487030029297
2025-03-27,1.0742061138153076,1.0818763971328735,1.0742061138153076,1.0742061138153076
2025-03-28,1.080100178718567,1.0845280885696411,1.07658851146698,1.080100178718567
2025-03-31,1.082391619682312,1.084845781326294,1.0785740613937378,1.082391619682312
2025-04-01,1.0818880796432495,1.0830715894699097,1.0779578685760498,1.0818880796432495
2025-04-02,1.0795987844467163,1.087263822555542,1.0782020092010498,1.0795987844467163
2025-04-03,1.090869426727295,1.1133378744125366,1.0882458686828613,1.090869426727295
2025-04-04,1.1043744087219238,1.1107531785964966,1.0964791774749756,1.1043744087219238
2025-04-07,1.098454475402832,1.1049845218658447,1.0903223752975464,1.098454475402832
2025-04-08,1.0915361642837524,1.0991909503936768,1.0891940593719482,1.0915361642837524
2025-04-09,1.0980443954467773,1.1094838380813599,1.0972250699996948,1.0980443954467773
2025-04-10,1.0952062606811523,1.122536063194275,1.0953142642974854,1.0952062606811523
2025-04-11,1.1257838010787964,1.1471836566925049,1.1250872611999512,1.1257838010787964
2025-04-14,1.1343141794204712,1.1424784660339355,1.1299690008163452,1.1343141794204712
2025-04-15,1.1339668035507202,1.1377859115600586,1.1285662651062012,1.1339668035507202
2025-04-16,1.1292672157287598,1.1390169858932495,1.129420280456543,1.1292672157287598
2025-04-17,1.1396790742874146,1.1396400928497314,1.13413405418396,1.1396790742874146
2025-04-22,1.1512778997421265,1.1546543836593628,1.1453967094421387,1.1512778997421265
2025-04-23,1.1351252794265747,1.144007682800293,1.13379967212677,1.1351252794265747
2025-04-24,1.132733702659607,1.1394323110580444,1.1322335004806519,1.132733702659607
2025-04-25,1.1371906995773315,1.1384334564208984,1.1316184997558594,1.1371906995773315
2025-04-28,1.1343141794204712,1.140823245048523,1.133105993270874,1.1343141794204712
2025-04-29,1.1409143209457397,1.1419566869735718,1.1371389627456665,1.1409143209457397
2025-04-30,1.1389262676239014,1.1398869752883911,1.1327080726623535,1.1389262676239014
2025-05-01,1.1324899196624756,1.1340954303741455,1.126697063446045,1.1324899196624756
2025-05-02,1.1296498775482178,1.1378635168075562,1.1275228261947632,1.1296498775482178
2025-05-05,1.1323232650756836,1.1364539861679077,1.1312856674194336,1.1323232650756836
2025-05-06,1.1313369274139404,1.1361182928085327,1.1281206607818604,1.1313369274139404
2025-05-07,1.1342755556106567,1.1377729177474976,1.1327080726623535,1.1342755556106567
2025-05-08,1.1306205987930298,1.1336711645126343,1.123608112335205,1.1306205987930298
2025-05-09,1.122422695159912,1.1291142702102661,1.1199839115142822,1.122422695159912
2025-05-12,1.12296462059021,1.1242902278900146,1.1075055599212646,1.12296462059021
2025-05-13,1.1095577478408813,1.1177430152893066,1.109668493270874,1.1095577478408813
2025-05-14,1.1185556650161743,1.1264559030532837,1.1182429790496826,1.1185556650161743
2025-05-15,1.1181930303573608,1.1227755546569824,1.117480754852295,1.1181930303573608
2025-05-16,1.1192693710327148,1.1219944953918457,1.1141440868377686,1.1192693710327148
2025-05-19,1.1187559366226196,1.128604531288147,1.1173559427261353,1.1187559366226196
2025-05-20,1.1233429908752441,1.1277261972427368,1.12186861038208,1.1233429908752441
2025-05-21,1.1287955045700073,1.1362345218658447,1.1287446022033691,1.1287955045700073
2025-05-22,1.133118748664856,1.134455680847168,1.1267098188400269,1.133118748664856
2025-05-23,1.1281843185424805,1.1376564502716064,1.1279934644699097,1.1281843185424805
2025-05-26,1.1372811794281006,1.1418914794921875,1.136932134628296,1.1372811794281006
2025-05-27,1.1388484239578247,1.1409013271331787,1.1325156688690186,1.1388484239578247
2025-05-28,1.1337097883224487,1.1345586776733398,1.128426194190979,1.1337097883224487
2025-05-29,1.123368263244629,1.1369450092315674,1.12271249294281,1.123368263244629
2025-05-30,1.1378376483917236,1.1390429735183716,1.1314393281936646,1.1378376483917236
2025-06-02,1.1353315114974976,1.1449114084243774,1.135589361190796,1.1353315114974976
2025-06-03,1.1453442573547363,1.145514726638794,1.1367640495300293,1.1453442573547363
2025-06-04,1.1384464502334595,1.143458366394043,1.1359375715255737,1.1384464502334595
2025-06-05,1.1422044038772583,1.1494252681732178,1.1406149864196777,1.1422044038772583
2025-06-06,1.1453834772109985,1.1458691358566284,1.137229561805725,1.1453834772109985
2025-06-09,1.1407841444015503,1.1440337896347046,1.138757586479187,1.1407841444015503
2025-06-10,1.1428048610687256,1.1448328495025635,1.1374623775482178,1.1428048610687256
2025-06-11,1.143746018409729,1.149095058441162,1.1406019926071167,1.143746018409729
2025-06-12,1.1509333848953247,1.1628718376159668,1.1502846479415894,1.1509333848953247
2025-06-13,1.1600254774093628,1.1612108945846558,1.1492931842803955,1.1600254774093628
2025-06-16,1.1556684970855713,1.1614806652069092,1.1524852514266968,1.1556684970855713
2025-06-17,1.1551345586776733,1.1574074029922485,1.1512514352798462,1.1551345586776733
2025-06-18,1.1482638120651245,1.1530035734176636,1.1482374668121338,1.1482638120651245
2025-06-19,1.1477497816085815,1.1486859321594238,1.1448458433151245,1.1477497816085815
2025-06-20,1.1512778997421265,1.1534557342529297,1.1496102809906006,1.1512778997421265
2025-06-23,1.1500862836837769,1.1551746129989624,1.1455540657043457,1.1500862836837769
2025-06-24,1.1599044799804688,1.1635890007019043,1.1582921743392944,1.1599044799804688
2025-06-25,1.161224365234375,1.1631423234939575,1.1590977907180786,1.161224365234375
2025-06-26,1.1683744192123413,1.1743428707122803,1.1668611764907837,1.1683744192123413
